"Campaign","Ad group","Keyword","Match type","Status"
"DEV - Hyde Park - Search - Mobile","Parkway Residence - Hyde Park - AR","بارك واي ريزيدنس - هايد بارك اسعار","Phrase","Removed"
"DEV - Hyde Park - Search - Mobile","Parkway Residence - Hyde Park - AR","كمبوند بارك واي ريزيدنس - هايد بارك","Exact","Removed"
"DEV - Hyde Park - Search - Mobile","Lagoon Town - EN","Lagoon Town compound","Phrase","Removed"
"DEV - Hyde Park - Search - Mobile","Hyde Park Central - AR","كمبوند هايد بارك سنترال","Exact","Removed"
"DEV - Hyde Park - Search - Mobile","Lagoon Town - EN","Lagoon Town compound","Exact","Removed"
"DEV - Hyde Park - Search - Mobile","Lagoon Town - EN","Lagoon Town prices","Phrase","Removed"
"DEV - Hyde Park - Search - Mobile","Hyde Park Central - AR","كمبوند هايد بارك سنترال","Phrase","Removed"
"DEV - Hyde Park - Search - Mobile","Lagoon Town - EN","Lagoon Town prices","Exact","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Il Latini SED - EN","Il Latini SED compound","Exact","Removed"
"DEV - Better Home - Search - Mobile","Midtown condo - EN","Midtown condo compound","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Midtown condo - EN","Midtown condo compound","Exact","Removed"
"DEV - Gates Development - Search - Mobile","Venia - EN","Venia compound","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Il Latini SED - EN","Il Latini SED compound","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Il Latini SED - EN","Il Latini SED prices","Exact","Removed"
"DEV - Better Home - Search - Mobile","Midtown condo - EN","Midtown condo prices","Exact","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Il Latini SED - EN","Il Latini SED prices","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Venia - EN","Venia compound","Exact","Removed"
"DEV - Better Home - Search - Mobile","Midtown condo - EN","Midtown condo prices","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Catalan - EN","Catalan compound","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Il Latini SED - AR","SED الحي اللاتيني اسعار","Exact","Removed"
"DEV - Gates Development - Search - Mobile","Lyv Caesar - Ras El Hekma - EN","Lyv Caesar - Ras El Hekma compound","Exact","Removed"
"DEV - Gates Development - Search - Mobile","Lyv Caesar - Ras El Hekma - EN","Lyv Caesar - Ras El Hekma prices","Exact","Removed"
"DEV - Gates Development - Search - Mobile","Catalan - EN","Catalan compound","Exact","Removed"
"DEV - Gates Development - Search - Mobile","Catalan - EN","Catalan prices","Exact","Removed"
"DEV - Better Home - Search - Mobile","Cairo Business Plaza - AR","كمبوند كايرو بيزنس بلازا","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Il Latini SED - AR","كمبوند SED الحي اللاتيني","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Lyv Caesar - Ras El Hekma - EN","Lyv Caesar - Ras El Hekma prices","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Catalan - EN","Catalan prices","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Cairo Business Plaza - AR","كمبوند كايرو بيزنس بلازا","Exact","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Il Latini SED - AR","كمبوند SED الحي اللاتيني","Exact","Removed"
"DEV - Gates Development - Search - Mobile","Lyv Caesar - Ras El Hekma - EN","Lyv Caesar - Ras El Hekma compound","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Il Latini SED - AR","SED الحي اللاتيني اسعار","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Venia - AR","كمبوند فينيا","Exact","Removed"
"DEV - Gates Development - Search - Mobile","Venia - AR","كمبوند فينيا","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Tierra - AR","كمبوند تييرا","Exact","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Tierra - AR","تييرا اسعار","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Midtown condo - AR","ميد تاون كوندو اسعار","Exact","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Marina 8 By The Lake - AR","كمبوند مارينا 8 باى ذا ليك","Exact","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Tierra - AR","كمبوند تييرا","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Marina 8 By The Lake - AR","كمبوند مارينا 8 باى ذا ليك","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Tierra - AR","تييرا اسعار","Exact","Removed"
"DEV - Better Home - Search - Mobile","Midtown condo - AR","ميد تاون كوندو اسعار","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Midtown condo - AR","كمبوند ميد تاون كوندو","Exact","Removed"
"DEV - Better Home - Search - Mobile","Midtown condo - AR","كمبوند ميد تاون كوندو","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Lugar - AR","لوجار اسعار","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Catalan - AR","كاتالان اسعار","Exact","Removed"
"DEV - Gates Development - Search - Mobile","Catalan - AR","كمبوند كاتالان","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Catalan - AR","كمبوند كاتالان","Exact","Removed"
"DEV - Gates Development - Search - Mobile","Lugar - AR","لوجار اسعار","Exact","Removed"
"DEV - Gates Development - Search - Mobile","Lugar - AR","كمبوند لوجار","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Lugar - AR","كمبوند لوجار","Exact","Removed"
"DEV - Gates Development - Search - Mobile","Catalan - AR","كاتالان اسعار","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Tierra - EN","Tierra compound","Exact","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Tierra - EN","Tierra prices","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Tierra - EN","Tierra prices","Exact","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Bleu Vert - EN","Bleu Vert prices","Exact","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Bleu Vert - EN","Bleu Vert compound","Exact","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Bleu Vert - EN","Bleu Vert prices","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","Talala - AR","طلاله اسعار","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","Talala - AR","كمبوند طلاله","Exact","Removed"
"DEV - Madinet Masr - Search - Mobile","Talala - AR","طلاله اسعار","Exact","Removed"
"DEV - Madinet Masr - Search - Mobile","Talala - AR","كمبوند طلاله","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","ELM Tree - Sarai - EN","ELM Tree - Sarai compound","Exact","Removed"
"DEV - Madinet Masr - Search - Mobile","ELM Tree - Sarai - EN","ELM Tree - Sarai prices","Exact","Removed"
"DEV - Madinet Masr - Search - Mobile","ELM Tree - Sarai - EN","ELM Tree - Sarai compound","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","ELM Tree - Sarai - EN","ELM Tree - Sarai prices","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","ELM Tree - Sarai - AR","كمبوند ايلم ترى - سراى","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","ELM Tree - Sarai - AR","ايلم ترى - سراى اسعار","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","ELM Tree - Sarai - AR","ايلم ترى - سراى اسعار","Exact","Removed"
"DEV - Madinet Masr - Search - Mobile","ELM Tree - Sarai - AR","كمبوند ايلم ترى - سراى","Exact","Removed"
"DEV - Madinet Masr - Search - Mobile","Talala - EN","Talala prices","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","Talala - EN","Talala prices","Exact","Removed"
"DEV - Madinet Masr - Search - Mobile","Talala - EN","Talala compound","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","Talala - EN","Talala compound","Exact","Removed"
"DEV - Madinet Masr - Search - Mobile","The Butterfly - EN","The Butterfly compound","Exact","Removed"
"DEV - Madinet Masr - Search - Mobile","The Butterfly - EN","The Butterfly prices","Exact","Removed"
"DEV - Madinet Masr - Search - Mobile","The Butterfly - AR","كمبوند ذا بترفلاى","Exact","Removed"
"DEV - Madinet Masr - Search - Mobile","The Butterfly - AR","ذا بترفلاى اسعار","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","The Butterfly - AR","كمبوند ذا بترفلاى","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","The Butterfly - AR","ذا بترفلاى اسعار","Exact","Removed"
"DEV - Madinet Masr - Search - Mobile","The Butterfly - EN","The Butterfly compound","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","The Butterfly - EN","The Butterfly prices","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","Club Views - Sarai - AR","كمبوند كلوب فيوز - سراى","Exact","Removed"
"DEV - Madinet Masr - Search - Mobile","Club Views - Sarai - EN","Club Views - Sarai compound","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","Club Views - Sarai - AR","كمبوند كلوب فيوز - سراى","Phrase","Removed"
"DEV - Madinet Masr - Search - Mobile","Club Views - Sarai - EN","Club Views - Sarai compound","Exact","Removed"
"DEV - Sky AD Developments - Search - Mobile","Bluetree - EN","Bluetree prices","Exact","Removed"
"DEV - Sky AD Developments - Search - Mobile","Sky North - AR","كمبوند سكاى نورث","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Capital avenue - AR","كابيتال افينيو اسعار","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Bluetree - EN","Bluetree compound","Exact","Removed"
"DEV - Sky AD Developments - Search - Mobile","Bluetree - EN","Bluetree compound","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Capital avenue - AR","كابيتال افينيو اسعار","Exact","Removed"
"DEV - Sky AD Developments - Search - Mobile","Capital avenue - AR","كمبوند كابيتال افينيو","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Bluetree - EN","Bluetree prices","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Capital avenue - AR","كمبوند كابيتال افينيو","Exact","Removed"
"DEV - Sky AD Developments - Search - Mobile","Sky North - AR","كمبوند سكاى نورث","Exact","Removed"
"DEV - Inertia Egypt - Search - Mobile","Quayside - AR","كمبوند كيسايد","Exact","Removed"
"DEV - Inertia Egypt - Search - Mobile","Quayside - AR","كيسايد اسعار","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Quayside - AR","كيسايد اسعار","Exact","Removed"
"DEV - Inertia Egypt - Search - Mobile","Quayside - AR","كمبوند كيسايد","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","The Peak Joulz - EN","The Peak Joulz compound","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Parkside - Owest - EN","Parkside - Owest compound","Exact","Removed"
"DEV - Inertia Egypt - Search - Mobile","Quayside - EN","Quayside compound","Exact","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Midyard - EN","Midyard compound","Exact","Removed"
"DEV - Inertia Egypt - Search - Mobile","Quayside - EN","Quayside prices","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Sky North - EN","Sky North compound","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Sky North - EN","Sky North compound","Exact","Removed"
"DEV - Inertia Egypt - Search - Mobile","Quayside - EN","Quayside prices","Exact","Removed"
"DEV - Inertia Egypt - Search - Mobile","The Peak Joulz - EN","The Peak Joulz compound","Exact","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Midyard - EN","Midyard compound","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Quayside - EN","Quayside compound","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Parkside - Owest - EN","Parkside - Owest prices","Exact","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Parkside - Owest - EN","Parkside - Owest prices","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Parkside - Owest - EN","Parkside - Owest compound","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Ayla Jefaira - EN","Ayla Jefaira prices","Exact","Removed"
"DEV - Inertia Egypt - Search - Mobile","Ayla Jefaira - EN","Ayla Jefaira prices","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Blue Walk - AR","كمبوند بلو ووك","Exact","Removed"
"DEV - Sky AD Developments - Search - Mobile","Blue Walk - AR","بلو ووك اسعار","Exact","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Core - AR","كمبوند كور","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Ayla Jefaira - EN","Ayla Jefaira compound","Exact","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Core - AR","كور اسعار","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Ayla Jefaira - EN","Ayla Jefaira compound","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Blue Walk - AR","بلو ووك اسعار","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Core - AR","كور اسعار","Exact","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Core - AR","كمبوند كور","Exact","Removed"
"DEV - Sky AD Developments - Search - Mobile","Blue Walk - AR","كمبوند بلو ووك","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","O Views - EN","O Views prices","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","O Views - EN","O Views prices","Exact","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","O Views - EN","O Views compound","Exact","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","O Views - EN","O Views compound","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Bluetree - AR","بلوتري اسعار","Exact","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Core - EN","Core prices","Exact","Removed"
"DEV - Inertia Egypt - Search - Mobile","Vaya - Jefaira - AR","كمبوند فايا - جيفيرا","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Core - EN","Core compound","Exact","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Midyard - AR","كمبوند ميديارد","Exact","Removed"
"DEV - Inertia Egypt - Search - Mobile","The Peak Joulz - AR","كمبوند جولز ذا بيك","Exact","Removed"
"DEV - Inertia Egypt - Search - Mobile","Vaya - Jefaira - AR","فايا - جيفيرا اسعار","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Bluetree - AR","كمبوند بلوتري","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","The Peak Joulz - AR","كمبوند جولز ذا بيك","Phrase","Removed"
"DEV - SODIC - Search - Mobile","East Vale - AR","كمبوند ايست فالى","Exact","Removed"
"DEV - SODIC - Search - Mobile","East Vale - AR","ايست فالى اسعار","Phrase","Removed"
"DEV - SODIC - Search - Mobile","East Vale - AR","ايست فالى اسعار","Exact","Removed"
"DEV - SODIC - Search - Mobile","East Vale - AR","كمبوند ايست فالى","Phrase","Removed"
"DEV - SODIC - Search - Mobile","Karmell New Zayed - EN","Karmell New Zayed prices","Exact","Removed"
"DEV - SODIC - Search - Mobile","Karmell New Zayed - EN","Karmell New Zayed compound","Phrase","Removed"
"DEV - SODIC - Search - Mobile","The Estates Residence - EN","The Estates Residence compound","Exact","Removed"
"DEV - SODIC - Search - Mobile","The Estates Residence - EN","The Estates Residence compound","Phrase","Removed"
"DEV - SODIC - Search - Mobile","Karmell New Zayed - EN","Karmell New Zayed compound","Exact","Removed"
"DEV - SODIC - Search - Mobile","Karmell New Zayed - EN","Karmell New Zayed prices","Phrase","Removed"
"DEV - SODIC - Search - Mobile","Karmell New Zayed - AR","كمبوند كارميل زايد الجديدة","Phrase","Removed"
"DEV - SODIC - Search - Mobile","Ogami Ras El Hekma - AR","أوجامي رأس الحكمة اسعار","Exact","Removed"
"DEV - SODIC - Search - Mobile","Karmell New Zayed - AR","كمبوند كارميل زايد الجديدة","Exact","Removed"
"DEV - SODIC - Search - Mobile","Karmell New Zayed - AR","كارميل زايد الجديدة اسعار","Exact","Removed"
"DEV - SODIC - Search - Mobile","Ogami Ras El Hekma - AR","أوجامي رأس الحكمة اسعار","Phrase","Removed"
"DEV - SODIC - Search - Mobile","Ogami Ras El Hekma - AR","كمبوند أوجامي رأس الحكمة","Phrase","Removed"
"DEV - SODIC - Search - Mobile","Ogami Ras El Hekma - AR","كمبوند أوجامي رأس الحكمة","Exact","Removed"
"DEV - SODIC - Search - Mobile","Karmell New Zayed - AR","كارميل زايد الجديدة اسعار","Phrase","Removed"
"DEV - SODIC - Search - Mobile","East Vale - EN","East Vale compound","Exact","Removed"
"DEV - SODIC - Search - Mobile","East Vale - EN","East Vale prices","Exact","Removed"
"DEV - SODIC - Search - Mobile","The Estates Residence - AR","كمبوند استيتس ريزيدينس","Phrase","Removed"
"DEV - SODIC - Search - Mobile","The Estates Residence - AR","كمبوند استيتس ريزيدينس","Exact","Removed"
"DEV - SODIC - Search - Mobile","East Vale - EN","East Vale prices","Phrase","Removed"
"DEV - SODIC - Search - Mobile","East Vale - EN","East Vale compound","Phrase","Removed"
"DEV - SODIC - Search - Mobile","Ogami Ras El Hekma - EN","Ogami Ras El Hekma prices","Exact","Removed"
"DEV - SODIC - Search - Mobile","Ogami Ras El Hekma - EN","Ogami Ras El Hekma compound","Exact","Removed"
"DEV - SODIC - Search - Mobile","Ogami Ras El Hekma - EN","Ogami Ras El Hekma compound","Phrase","Removed"
"DEV - SODIC - Search - Mobile","Ogami Ras El Hekma - EN","Ogami Ras El Hekma prices","Phrase","Removed"
"DEV - City Edge Developments - Search - Mobile","Mazarine Chalet Extension - AR","كمبوند مزارين شاليه اكستنشن","Exact","Removed"
"DEV - Taj Misr Developments - Search - Mobile","De Joya 4 - AR","دي جويا 4 اسعار","Exact","Removed"
"DEV - Taj Misr Developments - Search - Mobile","De Joya 4 - AR","كمبوند دي جويا 4","Phrase","Removed"
"DEV - Taj Misr Developments - Search - Mobile","De Joya 4 - EN","De Joya 4 prices","Phrase","Removed"
"DEV - Taj Misr Developments - Search - Mobile","De Joya 4 - AR","كمبوند دي جويا 4","Exact","Removed"
"DEV - Taj Misr Developments - Search - Mobile","De Joya 4 - AR","دي جويا 4 اسعار","Phrase","Removed"
"DEV - Taj Misr Developments - Search - Mobile","De Joya 4 - EN","De Joya 4 prices","Exact","Removed"
"DEV - City Edge Developments - Search - Mobile","Mazarine Chalet Extension - AR","كمبوند مزارين شاليه اكستنشن","Phrase","Removed"
"DEV - Taj Misr Developments - Search - Mobile","De Joya 4 - EN","De Joya 4 compound","Phrase","Removed"
"DEV - City Edge Developments - Search - Mobile","Mazarine - AR","مزارين اسعار","Exact","Removed"
"DEV - City Edge Developments - Search - Mobile","Il Latini City Edge - AR","الحي اللاتيني سيتي ايدج اسعار","Phrase","Removed"
"DEV - City Edge Developments - Search - Mobile","Il Latini City Edge - AR","الحي اللاتيني سيتي ايدج اسعار","Exact","Removed"
"DEV - City Edge Developments - Search - Mobile","Il Latini City Edge - AR","كمبوند الحي اللاتيني سيتي ايدج","Exact","Removed"
"DEV - City Edge Developments - Search - Mobile","Mazarine - AR","كمبوند مزارين","Phrase","Removed"
"DEV - City Edge Developments - Search - Mobile","Mazarine - AR","كمبوند مزارين","Exact","Removed"
"DEV - City Edge Developments - Search - Mobile","Il Latini City Edge - AR","كمبوند الحي اللاتيني سيتي ايدج","Phrase","Removed"
"DEV - City Edge Developments - Search - Mobile","Mazarine - AR","مزارين اسعار","Phrase","Removed"
"DEV - City Edge Developments - Search - Mobile","Mazarine - EN","Mazarine prices","Phrase","Removed"
"DEV - City Edge Developments - Search - Mobile","Mazarine - EN","Mazarine Chalet Extension compound","Phrase","Removed"
"DEV - City Edge Developments - Search - Mobile","Mazarine - EN","Mazarine compound","Exact","Removed"
"DEV - City Edge Developments - Search - Mobile","Mazarine - EN","Mazarine Chalet Extension compound","Exact","Removed"
"DEV - City Edge Developments - Search - Mobile","Mazarine - EN","Mazarine prices","Exact","Removed"
"DEV - City Edge Developments - Search - Mobile","Mazarine - EN","Mazarine compound","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","Masaya - AR","كمبوند مسايا","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","The Islands - EN","The Islands compound","Exact","Removed"
"DEV - EGYGAB - Search - Mobile","The Islands - EN","The Islands prices","Exact","Removed"
"DEV - EGYGAB - Search - Mobile","Masaya - AR","مسايا اسعار","Exact","Removed"
"DEV - EGYGAB - Search - Mobile","The Islands - EN","The Islands prices","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","Masaya - AR","كمبوند مسايا","Exact","Removed"
"DEV - EGYGAB - Search - Mobile","The Islands - EN","The Islands compound","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","Masaya - AR","مسايا اسعار","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","The Median Residences - AR","ذا ميديان ريزيدنسز اسعار","Exact","Removed"
"DEV - EGYGAB - Search - Mobile","The Islands - AR","كمبوند ذا أيلاندز","Exact","Removed"
"DEV - EGYGAB - Search - Mobile","The Median Residences - AR","ذا ميديان ريزيدنسز اسعار","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","The Islands - AR","كمبوند ذا أيلاندز","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","The Islands - AR","ذا أيلاندز اسعار","Exact","Removed"
"DEV - EGYGAB - Search - Mobile","The Median Residences - AR","كمبوند ذا ميديان ريزيدنسز","Exact","Removed"
"DEV - EGYGAB - Search - Mobile","The Islands - AR","ذا أيلاندز اسعار","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","The Median Residences - AR","كمبوند ذا ميديان ريزيدنسز","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","Masaya - EN","Masaya prices","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","The Median Residences - EN","The Median Residences prices","Exact","Removed"
"DEV - EGYGAB - Search - Mobile","The Median Residences - EN","The Median Residences prices","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","The Median Residences - EN","The Median Residences compound","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","The Median Residences - EN","The Median Residences compound","Exact","Removed"
"DEV - EGYGAB - Search - Mobile","Masaya - EN","Masaya prices","Exact","Removed"
"DEV - EGYGAB - Search - Mobile","Masaya - EN","Masaya compound","Exact","Removed"
"DEV - EGYGAB - Search - Mobile","Masaya - EN","Masaya compound","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Tierra - EN","Tierra compound","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Bleu Vert - EN","Bleu Vert compound","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Lugar - EN","Lugar compound","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Midtown Sky - EN","Midtown Sky compound","Exact","Removed"
"DEV - Gates Development - Search - Mobile","Lugar - EN","Lugar compound","Exact","Removed"
"DEV - Better Home - Search - Mobile","Midtown Sky - EN","Midtown Sky Mall prices","Exact","Removed"
"DEV - Better Home - Search - Mobile","Midtown Sky - EN","Midtown Sky prices","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Lugar - EN","Lugar prices","Exact","Removed"
"DEV - Better Home - Search - Mobile","Midtown Sky - EN","Midtown Sky Mall compound","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Midtown Sky - EN","Midtown Sky Mall compound","Exact","Removed"
"DEV - Better Home - Search - Mobile","Midtown Sky - EN","Midtown Sky Mall prices","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Midtown Sky - AR","ميد تاون سكاي اسعار","Exact","Removed"
"DEV - Better Home - Search - Mobile","Midtown Sky - EN","Midtown Sky compound","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Lugar - EN","Lugar prices","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Bleu Vert - AR","كمبوند بلو فيرت","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Midtown Sky - AR","كمبوند ميد تاون سكاي","Exact","Removed"
"DEV - Better Home - Search - Mobile","Midtown Sky - AR","كمبوند ميد تاون سكاي","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Cairo Business Plaza - EN","Cairo Business Plaza compound","Exact","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Bleu Vert - AR","بلو فيرت اسعار","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Bleu Vert - AR","بلو فيرت اسعار","Exact","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Bleu Vert - AR","كمبوند بلو فيرت","Exact","Removed"
"DEV - Better Home - Search - Mobile","Midtown Sky - AR","ميد تاون سكاي اسعار","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Cairo Business Plaza - EN","Cairo Business Plaza compound","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Midtown Sky - EN","Midtown Sky prices","Exact","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Marina 8 By The Lake - EN","Marina 8 By The Lake compound","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Midtown Sky Mall - AR","ميد تاون سكاي مول اسعار","Exact","Removed"
"DEV - Better Home - Search - Mobile","Midtown Sky Mall - AR","ميد تاون سكاي مول اسعار","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Marina 8 By The Lake - EN","Marina 8 By The Lake compound","Exact","Removed"
"DEV - Gates Development - Search - Mobile","Lyv Caesar - Ras El Hekma - AR","ليف سيزار - راس الحكمة اسعار","Exact","Removed"
"DEV - Better Home - Search - Mobile","Midtown Sky Mall - AR","كمبوند ميد تاون سكاي مول","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Lyv Caesar - Ras El Hekma - AR","كمبوند ليف سيزار - راس الحكمة","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Lyv Caesar - Ras El Hekma - AR","كمبوند ليف سيزار - راس الحكمة","Exact","Removed"
"DEV - Gates Development - Search - Mobile","Lyv Caesar - Ras El Hekma - AR","ليف سيزار - راس الحكمة اسعار","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Midtown Sky Mall - AR","كمبوند ميد تاون سكاي مول","Exact","Removed"
"DEV - Inertia Egypt - Search - Mobile","Vaya - Jefaira - AR","فايا - جيفيرا اسعار","Exact","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Midyard - AR","كمبوند ميديارد","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Vaya - Jefaira - AR","كمبوند فايا - جيفيرا","Exact","Removed"
"DEV - Sky AD Developments - Search - Mobile","Bluetree - AR","كمبوند بلوتري","Exact","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Core - EN","Core compound","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Bluetree - AR","بلوتري اسعار","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Core - EN","Core prices","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","O Views - AR","كمبوند او فيوز","Exact","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","O Views - AR","كمبوند او فيوز","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","O Views - AR","او فيوز اسعار","Exact","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","O Views - AR","او فيوز اسعار","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Parkside - Owest - AR","بارك سايد - أو ويست اسعار","Phrase","Removed"
