"Campaign","Ad group","Keyword","Match type","Status"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - AR","شقق للبيع في العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - AR","سيتي ايدج كمبوندات","Exact","Enabled"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - AR","سيتي ايدج كمبوندات","Phrase","Removed"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - AR","شقق للبيع في العلمين","Exact","Enabled"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - AR","شقق للبيع في العلمين","Phrase","Removed"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - AR","شقق تقسيط العلمين","Exact","Enabled"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - AR","شقق تقسيط العلمين","Phrase","Removed"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - AR","سيتي ايدج العلمين","Exact","Enabled"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - AR","سيتي ايدج العلمين","Phrase","Removed"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - AR","شقق تقسيط العاصمة الإدارية الجديدة","Exact","Enabled"
"DEV - City Edge Developments - Search - Mobile","Brand+Area - AR","شقق تقسيط العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","Brand+Area - AR","شقق للبيع في القاهرة الجديدة","Exact","Enabled"
"DEV - EGYGAB - Search - Mobile","Brand+Area - AR","شقق للبيع في القاهرة الجديدة","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","Brand+Area - AR","ايجي جاب العاصمة الإدارية الجديدة","Exact","Enabled"
"DEV - EGYGAB - Search - Mobile","Brand+Area - AR","ايجي جاب العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","Brand+Area - AR","شقق تقسيط القاهرة الجديدة","Exact","Enabled"
"DEV - EGYGAB - Search - Mobile","Brand+Area - AR","شقق تقسيط القاهرة الجديدة","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","Brand+Area - AR","شقق للبيع في العاصمة الإدارية الجديدة","Exact","Enabled"
"DEV - EGYGAB - Search - Mobile","Brand+Area - AR","شقق للبيع في العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","Brand+Area - AR","شقق تقسيط العاصمة الإدارية الجديدة","Exact","Enabled"
"DEV - EGYGAB - Search - Mobile","Brand+Area - AR","شقق تقسيط العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","Brand+Area - AR","ايجي جاب كمبوندات","Exact","Enabled"
"DEV - EGYGAB - Search - Mobile","Brand+Area - AR","ايجي جاب كمبوندات","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","Brand+Area - EN","villas for sale in New Cairo","Exact","Enabled"
"DEV - EGYGAB - Search - Mobile","Brand+Area - EN","villas for sale in New Cairo","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","Brand+Area - EN","apartments for sale in New Capital City","Exact","Enabled"
"DEV - EGYGAB - Search - Mobile","Brand+Area - EN","apartments for sale in New Capital City","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","Brand+Area - EN","villas for sale in New Capital City","Exact","Enabled"
"DEV - EGYGAB - Search - Mobile","Brand+Area - EN","villas for sale in New Capital City","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","Brand+Area - EN","EGYGAB New Capital City","Exact","Enabled"
"DEV - EGYGAB - Search - Mobile","Brand+Area - EN","EGYGAB New Capital City","Phrase","Removed"
"DEV - EGYGAB - Search - Mobile","Brand+Area - EN","apartments for sale in New Cairo","Exact","Enabled"
"DEV - EGYGAB - Search - Mobile","Brand+Area - EN","apartments for sale in New Cairo","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Brand+Area - AR","شقق للبيع في رأس الحكمة","Exact","Enabled"
"DEV - Gates Development - Search - Mobile","Brand+Area - AR","شقق للبيع في رأس الحكمة","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Brand+Area - AR","شقق تقسيط رأس الحكمة","Exact","Enabled"
"DEV - Gates Development - Search - Mobile","Brand+Area - AR","شقق تقسيط رأس الحكمة","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Brand+Area - AR","شقق تقسيط العاصمة الإدارية الجديدة","Exact","Enabled"
"DEV - Gates Development - Search - Mobile","Brand+Area - AR","شقق تقسيط العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - Gates Development - Search - Mobile","Brand+Area - AR","جيتس العاصمة الإدارية الجديدة","Exact","Enabled"
"DEV - Gates Development - Search - Mobile","Brand+Area - AR","جيتس العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Brand+Area - EN","Better New Capital City","Exact","Enabled"
"DEV - Better Home - Search - Mobile","Brand+Area - EN","Better New Capital City","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - AR","شقق تقسيط العلمين","Exact","Enabled"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - AR","شقق تقسيط العلمين","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Brand+Area - AR","بيتر هوم العاصمة الإدارية الجديدة","Exact","Enabled"
"DEV - Better Home - Search - Mobile","Brand+Area - AR","بيتر هوم العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Brand+Area - AR","شقق للبيع في العاصمة الإدارية الجديدة","Exact","Enabled"
"DEV - Better Home - Search - Mobile","Brand+Area - AR","شقق للبيع في العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - AR","شقق تقسيط التجمع السادس","Exact","Enabled"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - AR","شقق تقسيط التجمع السادس","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - AR","السعودية المصرية كمبوندات","Exact","Enabled"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - AR","السعودية المصرية كمبوندات","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Brand+Area - AR","شقق تقسيط القاهرة الجديدة","Exact","Enabled"
"DEV - Better Home - Search - Mobile","Brand+Area - AR","شقق تقسيط القاهرة الجديدة","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Brand+Area - AR","شقق تقسيط العاصمة الإدارية الجديدة","Exact","Enabled"
"DEV - Better Home - Search - Mobile","Brand+Area - AR","شقق تقسيط العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - AR","شقق للبيع في العلمين","Exact","Enabled"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - AR","شقق للبيع في العلمين","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - AR","السعودية المصرية العلمين","Exact","Enabled"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - AR","السعودية المصرية العلمين","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Brand+Area - AR","بيتر هوم كمبوندات","Exact","Enabled"
"DEV - Better Home - Search - Mobile","Brand+Area - AR","بيتر هوم كمبوندات","Phrase","Removed"
"DEV - Better Home - Search - Mobile","Brand+Area - AR","شقق للبيع في القاهرة الجديدة","Exact","Enabled"
"DEV - Better Home - Search - Mobile","Brand+Area - AR","شقق للبيع في القاهرة الجديدة","Phrase","Removed"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - AR","شقق للبيع في التجمع السادس","Exact","Enabled"
"DEV - Saudi Egyptian Developers (SED) - Search - Mobile","Brand+Area - AR","شقق للبيع في التجمع السادس","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - EN","villas for sale in 6th of October City","Exact","Enabled"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - EN","villas for sale in 6th of October City","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - EN","Inertia Ras El Hekma","Exact","Enabled"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - EN","Inertia Ras El Hekma","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - AR","شقق تقسيط حدائق اكتوبر","Exact","Enabled"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - AR","شقق تقسيط حدائق اكتوبر","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - AR","اوراسكوم كمبوندات","Exact","Enabled"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - AR","اوراسكوم كمبوندات","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - EN","apartments for sale in 6th of October City","Exact","Enabled"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - EN","apartments for sale in 6th of October City","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - AR","شقق تقسيط مدينة السادس من أكتوبر","Exact","Enabled"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - AR","شقق تقسيط مدينة السادس من أكتوبر","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - EN","apartments for sale in Ras El Hekma","Exact","Enabled"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - EN","apartments for sale in Ras El Hekma","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - AR","شقق للبيع في مدينة السادس من أكتوبر","Exact","Enabled"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - AR","شقق للبيع في مدينة السادس من أكتوبر","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - AR","اوراسكوم حدائق اكتوبر","Exact","Enabled"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - AR","اوراسكوم حدائق اكتوبر","Phrase","Removed"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - EN","villas for sale in Ras El Hekma","Exact","Enabled"
"DEV - Inertia Egypt - Search - Mobile","Brand+Area - EN","villas for sale in Ras El Hekma","Phrase","Removed"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - AR","شقق للبيع في حدائق اكتوبر","Exact","Enabled"
"DEV - Orascom Development Egypt - Search - Mobile","Brand+Area - AR","شقق للبيع في حدائق اكتوبر","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - AR","شقق للبيع في العاصمة الإدارية الجديدة","Exact","Enabled"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - AR","شقق للبيع في العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - AR","شقق للبيع في القاهرة الجديدة","Exact","Enabled"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - AR","شقق للبيع في القاهرة الجديدة","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - AR","سكاي القاهرة الجديدة","Exact","Enabled"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - AR","سكاي القاهرة الجديدة","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - AR","شقق تقسيط القاهرة الجديدة","Exact","Enabled"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - AR","شقق تقسيط القاهرة الجديدة","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - AR","شقق تقسيط العاصمة الإدارية الجديدة","Exact","Enabled"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - AR","شقق تقسيط العاصمة الإدارية الجديدة","Phrase","Removed"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - AR","سكاي كمبوندات","Exact","Enabled"
"DEV - Sky AD Developments - Search - Mobile","Brand+Area - AR","سكاي كمبوندات","Phrase","Removed"
